_init_proc                                   .init       0000000000402848 00000080 00000010 00000000 R . . . . . .
fts5PrepareStatement                         .text       000000000058B460 0000015C 00000048 00000010 R . . . . . .
fts5CursorFirstSorted                        .text       000000000058B5BC 0000022C 00000048 0000000C R . . . . . .
fts5CursorFirst                              .text       000000000058B7E8 000000AC 00000020 0000000C R . . . . . .
fts5SpecialMatch                             .text       000000000058B894 00000194 0000001C 0000000C R . . . . . .
fts5FindAuxiliary                            .text       000000000058BA28 00000090 0000000C 00000008 R . . . . . .
fts5FindRankFunction                         .text       000000000058BAB8 000002B4 00000058 00000000 R . . . . . .
fts5CursorParseRank                          .text       000000000058BD6C 000001D4 00000040 00000000 R . . . . . .
fts5GetRowidLimit                            .text       000000000058BF40 0000007C 0000000C 00000010 R . . . . . .
fts5FilterMethod                             .text       000000000058BFBC 000006A8 00000060 00000014 R . . . . . .
fts5EofMethod                                .text       000000000058C664 00000040 0000000C 00000004 R . . . . . .
fts5CursorRowid                              .text       000000000058C6A4 00000068 00000008 00000004 R . . . . . .
fts5RowidMethod                              .text       000000000058C70C 000000F0 00000010 00000008 R . . . . . .
fts5SeekCursor                               .text       000000000058C7FC 00000190 0000001C 00000008 R . . . . . .
fts5SetVtabError                             .text       000000000058C98C 000000A4 00000020 00000010 R . . . . . .
fts5SpecialInsert                            .text       000000000058CA30 0000030C 00000038 00000000 R . . . . . .
fts5SpecialDelete                            .text       000000000058CD3C 000000B0 00000028 00000008 R . . . . . .
fts5StorageInsert                            .text       000000000058CDEC 000000B8 0000000C 00000010 R . . . . . .
fts5UpdateMethod                             .text       000000000058CEA4 000005A8 00000068 00000008 R . . . . . .
fts5SyncMethod                               .text       000000000058D44C 0000007C 00000010 00000004 R . . . . . .
fts5BeginMethod                              .text       000000000058D4C8 0000003C 00000008 00000004 R . . . . . .
fts5CommitMethod                             .text       000000000058D504 00000028 00000004 00000004 R . . . . . .
fts5RollbackMethod                           .text       000000000058D52C 00000050 00000010 00000004 R . . . . . .
fts5ApiUserData                              .text       000000000058D57C 00000038 0000000C 00000004 R . . . . . .
fts5ApiColumnCount                           .text       000000000058D5B4 0000003C 0000000C 00000004 R . . . . . .
fts5ApiColumnTotalSize                       .text       000000000058D5F0 00000064 00000010 0000000C R . . . . . .
fts5ApiRowCount                              .text       000000000058D654 0000005C 00000010 00000008 R . . . . . .
fts5ApiTokenize                              .text       000000000058D6B0 0000007C 00000020 00000014 R . . . . . .
fts5ApiPhraseCount                           .text       000000000058D72C 00000048 0000000C 00000004 R . . . . . .
fts5ApiPhraseSize                            .text       000000000058D774 00000050 0000000C 00000008 R . . . . . .
fts5ApiColumnText                            .text       000000000058D7C4 000000F4 00000010 00000010 R . . . . . .
fts5CsrPoslist                               .text       000000000058D8B8 000002DC 00000050 00000008 R . . . . . .
fts5CacheInstArray                           .text       000000000058DB94 00000428 00000050 00000000 R . . . . . .
fts5ApiInstCount                             .text       000000000058DFBC 00000080 00000010 00000008 R . . . . . .
fts5ApiInst                                  .text       000000000058E03C 0000012C 00000010 00000014 R . . . . . .
fts5ApiRowid                                 .text       000000000058E168 00000038 00000008 00000004 R . . . . . .
fts5ColumnSizeCb                             .text       000000000058E1A0 00000060 0000000C 00000010 R . . . . . .
fts5ApiColumnSize                            .text       000000000058E200 00000364 00000058 00000008 R . . . . . .
fts5ApiSetAuxdata                            .text       000000000058E564 000001B4 00000030 00000000 R . . . . . .
fts5ApiGetAuxdata                            .text       000000000058E718 000000BC 00000014 00000008 R . . . . . .
fts5ApiPhraseNext                            .text       000000000058E7D4 0000019C 00000028 00000000 R . . . . . .
fts5ApiPhraseFirst                           .text       000000000058E970 00000100 00000030 00000014 R . . . . . .
fts5ApiPhraseNextColumn                      .text       000000000058EA70 000001F0 00000030 00000000 R . . . . . .
fts5ApiPhraseFirstColumn                     .text       000000000058EC60 00000284 00000040 00000008 R . . . . . .
fts5ApiQueryPhrase                           .text       000000000058EEE4 00000210 00000038 00000008 R . . . . . .
fts5ApiInvoke                                .text       000000000058F0F4 00000080 00000018 00000014 R . . . . . .
fts5CursorFromCsrid                          .text       000000000058F174 00000094 0000000C 00000010 R . . . . . .
fts5ApiCallback                              .text       000000000058F208 00000100 00000030 0000000C R . . . . . .
sqlite3Fts5IndexFromCsrid                    .text       000000000058F308 00000070 00000010 00000014 R . . . . . .
fts5PoslistBlob                              .text       000000000058F378 00000378 00000058 00000000 R . . . . . .
fts5ColumnMethod                             .text       000000000058F6F0 00000220 00000028 0000000C R . . . . . .
fts5FindFunctionMethod                       .text       000000000058F910 0000008C 00000010 00000014 R . . . . . .
fts5RenameMethod                             .text       000000000058F99C 00000050 0000000C 00000008 R . . . . . .
fts5SavepointMethod                          .text       000000000058F9EC 00000058 0000000C 00000008 R . . . . . .
fts5ReleaseMethod                            .text       000000000058FA44 00000058 0000000C 00000008 R . . . . . .
fts5RollbackToMethod                         .text       000000000058FA9C 00000058 0000000C 00000008 R . . . . . .
fts5CreateAux                                .text       000000000058FAF4 00000188 00000028 00000014 R . . . . . .
fts5CreateTokenizer                          .text       000000000058FC7C 00000180 00000028 00000014 R . . . . . .
fts5LocateTokenizer                          .text       000000000058FDFC 000000B0 0000000C 00000008 R . . . . . .
fts5FindTokenizer                            .text       000000000058FEAC 000000D0 00000018 00000010 R . . . . . .
sqlite3Fts5GetTokenizer                      .text       000000000058FF7C 00000168 00000010 00000018 R . . . . . .
fts5ModuleDestroy                            .text       00000000005900E4 00000124 0000001C 00000004 R . . . . . .
fts5Fts5Func                                 .text       0000000000590208 00000080 00000010 0000000C R . . . . . .
fts5SourceIdFunc                             .text       0000000000590288 00000054 00000008 0000000C R . . . . . .
fts5ShadowName                               .text       00000000005902DC 00000094 0000000C 00000004 R . . . . . .
fts5Init                                     .text       0000000000590370 0000025C 00000030 00000004 R . . . . . .
sqlite3Fts5Init                              .text       00000000005905CC 00000038 00000008 00000004 R . . . . . .
fts5StorageGetStmt                           .text       0000000000590604 00000460 00000070 00000008 R . . . . . .
fts5ExecPrintf                               .text       0000000000590A64 000000F0 00000038 00000010 R . . . . . .
sqlite3Fts5DropAll                           .text       0000000000590B54 00000148 00000030 00000004 R . . . . . .
fts5StorageRenameOne                         .text       0000000000590C9C 000000A4 00000020 00000010 R . . . . . .
sqlite3Fts5StorageRename                     .text       0000000000590D40 00000164 00000028 00000000 R . . . . . .
sqlite3Fts5CreateTable                       .text       0000000000590EA4 00000150 00000040 00000014 R . . . . . .
sqlite3Fts5StorageOpen                       .text       0000000000590FF4 0000034C 00000038 00000014 R . . . . . .
sqlite3Fts5StorageClose                      .text       0000000000591340 00000098 00000010 00000004 R . . . . . .
fts5StorageInsertCallback                    .text       00000000005913D8 000000D4 00000020 00000010 R . . . . . .
fts5StorageDeleteFromIndex                   .text       00000000005914AC 0000039C 00000058 00000014 R . . . . . .
fts5StorageInsertDocsize                     .text       0000000000591848 00000160 00000030 00000014 R . . . . . .
fts5StorageLoadTotals                        .text       00000000005919A8 00000084 0000000C 00000008 R . . . . . .
fts5StorageSaveTotals                        .text       0000000000591A2C 0000017C 00000038 00000000 R . . . . . .
sqlite3Fts5StorageDelete                     .text       0000000000591BA8 00000204 00000030 00000014 R . . . . . .
sqlite3Fts5StorageDeleteAll                  .text       0000000000591DAC 00000138 00000028 00000004 R . . . . . .
sqlite3Fts5StorageRebuild                    .text       0000000000591EE4 000003D8 00000070 00000000 R . . . . . .
sqlite3Fts5StorageOptimize                   .text       00000000005922BC 00000040 00000008 00000004 R . . . . . .
sqlite3Fts5StorageMerge                      .text       00000000005922FC 00000048 00000008 00000008 R . . . . . .
sqlite3Fts5StorageReset                      .text       0000000000592344 00000040 00000008 00000004 R . . . . . .
fts5StorageNewRowid                          .text       0000000000592384 00000150 00000028 00000000 R . . . . . .
sqlite3Fts5StorageContentInsert              .text       00000000005924D4 00000208 00000038 00000000 R . . . . . .
sqlite3Fts5StorageIndexInsert                .text       00000000005926DC 00000318 00000060 00000010 R . . . . . .
fts5StorageCount                             .text       00000000005929F4 00000180 00000040 00000000 R . . . . . .
fts5StorageIntegrityCallback                 .text       0000000000592B74 00000344 00000060 00000010 R . . . . . .
sqlite3Fts5StorageIntegrity                  .text       0000000000592EB8 0000069C 00000080 00000000 R . . . . . .
sqlite3Fts5StorageStmt                       .text       0000000000593554 0000007C 0000000C 00000010 R . . . . . .
sqlite3Fts5StorageStmtRelease                .text       00000000005935D0 00000094 00000008 0000000C R . . . . . .
fts5StorageDecodeSizeArray                   .text       0000000000593664 000000D4 00000010 00000010 R . . . . . .
sqlite3Fts5StorageDocsize                    .text       0000000000593738 000001A4 00000038 00000014 R . . . . . .
sqlite3Fts5StorageSize                       .text       00000000005938DC 00000150 00000010 0000000C R . . . . . .
sqlite3Fts5StorageRowCount                   .text       0000000000593A2C 0000006C 0000000C 00000008 R . . . . . .
sqlite3Fts5StorageSync                       .text       0000000000593A98 000000C0 00000014 00000004 R . . . . . .
sqlite3Fts5StorageRollback                   .text       0000000000593B58 00000048 00000008 00000004 R . . . . . .
sqlite3Fts5StorageConfigValue                .text       0000000000593BA0 000001C8 00000038 00000010 R . . . . . .
fts5AsciiAddExceptions                       .text       0000000000593D68 000000A0 0000000C 0000000C R . . . . . .
fts5AsciiDelete                              .text       0000000000593E08 0000003C 00000008 00000004 R . . . . . .
fts5AsciiCreate                              .text       0000000000593E44 00000220 00000020 00000010 R . . . . . .
asciiFold                                    .text       0000000000594064 000000B4 0000000E 0000000C R . . . . . .
fts5AsciiTokenize                            .text       0000000000594118 000002E4 00000090 00000018 R . . . . . .
fts5UnicodeAddExceptions                     .text       00000000005943FC 00000338 00000038 0000000C R . . . . . .
fts5UnicodeIsException                       .text       0000000000594734 00000104 00000018 00000008 R . . . . . .
fts5UnicodeDelete                            .text       0000000000594838 0000007C 0000000C 00000004 R . . . . . .
unicodeSetCategories                         .text       00000000005948B4 00000124 0000000C 00000008 R . . . . . .
fts5UnicodeCreate                            .text       00000000005949D8 000003D8 00000028 00000010 R . . . . . .
fts5UnicodeIsAlnum                           .text       0000000000594DB0 0000006C 0000000C 00000008 R . . . . . .
fts5UnicodeTokenize                          .text       0000000000594E1C 000007B8 00000048 00000018 R . . . . . .
fts5PorterDelete                             .text       00000000005955D4 00000080 0000000C 00000004 R . . . . . .
fts5PorterCreate                             .text       0000000000595654 000001E4 00000040 0000000C R . . . . . .
fts5PorterIsVowel                            .text       0000000000595838 000000A8 00000004 00000008 R . . . . . .
fts5PorterGobbleVC                           .text       00000000005958E0 0000012C 00000010 0000000C R . . . . . .
fts5Porter_MGt0                              .text       0000000000595A0C 0000004C 00000008 00000008 R . . . . . .
fts5Porter_MGt1                              .text       0000000000595A58 00000094 0000000C 00000008 R . . . . . .
fts5Porter_MEq1                              .text       0000000000595AEC 00000094 0000000C 00000008 R . . . . . .
fts5Porter_Ostar                             .text       0000000000595B80 00000124 00000014 00000008 R . . . . . .
fts5Porter_MGt1_and_S_or_T                   .text       0000000000595CA4 00000098 00000008 00000008 R . . . . . .
fts5Porter_Vowel                             .text       0000000000595D3C 000000A4 0000000C 00000008 R . . . . . .
fts5PorterStep4                              .text       0000000000595DE0 00000B58 00000018 00000008 R . . . . . .
fts5PorterStep1B2                            .text       0000000000596938 00000284 00000018 00000008 R . . . . . .
fts5PorterStep2                              .text       0000000000596BBC 00001078 00000018 00000008 R . . . . . .
fts5PorterStep3                              .text       0000000000597C34 00000560 00000018 00000008 R . . . . . .
fts5PorterStep1B                             .text       0000000000598194 00000278 00000018 00000008 R . . . . . .
fts5PorterStep1A                             .text       000000000059840C 00000158 0000000C 00000008 R . . . . . .
fts5PorterCb                                 .text       0000000000598564 00000468 00000038 00000018 R . . . . . .
fts5PorterTokenize                           .text       00000000005989CC 000000E0 00000040 00000018 R . . . . . .
sqlite3Fts5TokenizerInit                     .text       0000000000598AAC 00000128 00000060 00000000 R . . . . . .
fts5_remove_diacritic                        .text       0000000000598BD4 000001D8 00000160 00000004 R . . . . . .
sqlite3Fts5UnicodeIsdiacritic                .text       0000000000598DAC 000000B8 00000010 00000004 R . . . . . .
sqlite3Fts5UnicodeFold                       .text       0000000000598E64 00000244 00000024 00000008 R . . . . . .
sqlite3Fts5UnicodeCatParse                   .text       00000000005990A8 00000894 00000004 00000008 R . . . . . .
sqlite3Fts5UnicodeCategory                   .text       000000000059993C 0000020C 0000001E 00000004 R . . . . . .
sqlite3Fts5UnicodeAscii                      .text       0000000000599B48 00000104 00000018 00000008 R . . . . . .
sqlite3Fts5GetVarint32                       .text       0000000000599C4C 000001C8 00000038 00000000 R . . . . . .
sqlite3Fts5GetVarint                         .text       0000000000599E14 00000718 000000A8 00000008 R . . . . . .
fts5PutVarint64                              .text       000000000059A52C 00000214 00000038 00000010 R . . . . . .
sqlite3Fts5PutVarint                         .text       000000000059A740 00000110 00000008 00000010 R . . . . . .
sqlite3Fts5GetVarintLen                      .text       000000000059A850 00000084 00000004 00000004 R . . . . . .
fts5VocabTableType                           .text       000000000059A8D4 00000188 00000030 00000000 R . . . . . .
fts5VocabDisconnectMethod                    .text       000000000059AA5C 00000044 0000000C 00000004 R . . . . . .
fts5VocabDestroyMethod                       .text       000000000059AAA0 00000044 0000000C 00000004 R . . . . . .
fts5VocabInitVtab                            .text       000000000059AAE4 000003C0 00000060 00000018 R . . . . . .
fts5VocabConnectMethod                       .text       000000000059AEA4 00000060 00000018 00000018 R . . . . . .
fts5VocabCreateMethod                        .text       000000000059AF04 00000060 00000018 00000018 R . . . . . .
fts5VocabBestIndexMethod                     .text       000000000059AF64 000002C8 00000024 00000008 R . . . . . .
fts5VocabOpenMethod                          .text       000000000059B22C 000002FC 00000050 00000000 R . . . . . .
fts5VocabResetCursor                         .text       000000000059B528 00000088 00000008 00000004 R . . . . . .
fts5VocabCloseMethod                         .text       000000000059B5B0 00000078 0000000C 00000004 R . . . . . .
fts5VocabInstanceNewTerm                     .text       000000000059B628 0000017C 00000030 00000000 R . . . . . .
fts5VocabInstanceNext                        .text       000000000059B7A4 00000140 0000001C 00000004 R . . . . . .
fts5VocabNextMethod                          .text       000000000059B8E4 00000814 00000070 00000000 R . . . . . .
fts5VocabFilterMethod                        .text       000000000059C0F8 00000324 00000048 00000014 R . . . . . .
fts5VocabEofMethod                           .text       000000000059C41C 00000034 0000000C 00000004 R . . . . . .
fts5VocabColumnMethod                        .text       000000000059C450 00000374 0000002C 0000000C R . . . . . .
fts5VocabRowidMethod                         .text       000000000059C7C4 0000004C 0000000C 00000008 R . . . . . .
sqlite3Fts5VocabInit                         .text       000000000059C810 0000005C 00000020 00000008 R . . . . . .
stmtConnect                                  .text       000000000059C86C 000000D4 00000018 00000014 R . . . . . .
stmtDisconnect                               .text       000000000059C940 0000003C 00000008 00000004 R . . . . . .
stmtOpen                                     .text       000000000059C97C 000000A8 00000018 00000008 R . . . . . .
stmtClose                                    .text       000000000059CA24 0000003C 00000008 00000004 R . . . . . .
stmtNext                                     .text       000000000059CA60 00000098 0000000C 00000004 R . . . . . .
stmtColumn                                   .text       000000000059CAF8 00000168 0000000C 0000000C R . . . . . .
stmtRowid                                    .text       000000000059CC60 0000004C 0000000C 00000008 R . . . . . .
stmtEof                                      .text       000000000059CCAC 0000003C 0000000C 00000004 R . . . . . .
stmtFilter                                   .text       000000000059CCE8 00000068 0000000C 00000010 R . . . . . .
stmtBestIndex                                .text       000000000059CD50 00000050 00000004 00000008 R . . . . . .
sqlite3StmtVtabInit                          .text       000000000059CDA0 00000058 0000000C 00000004 R . . . . . .
sqlite3_sourceid                             .text       000000000059CDF8 00000028 00000004 00000000 R . . . . . .
__fixdfdi                                    .text       000000000059CE20 00000078 00000018 00000000 R . . . . . .
__fixunsdfdi                                 .text       000000000059CEA0 000000C8                   R . . . . . .
__floatdidf                                  .text       000000000059CF70 00000040                   R . . . . . .
__divdi3                                     .text       000000000059CFB0 000004EC                   R . . . . . .
__moddi3                                     .text       000000000059D4A0 000004AC 00000004 00000000 R . . . . . .
__udivdi3                                    .text       000000000059D950 00000490                   R . . . . . .
__umoddi3                                    .text       000000000059DDE0 00000460 00000004 00000000 R . . . . . .
__libc_csu_init                              .text       000000000059E240 000000A4 00000028 00000000 R . . . . . .
__libc_csu_fini                              .text       000000000059E2E4 00000008                   R . . . . . .
stat64                                       .text       000000000059E2F0 00000020                   R . . . . . .
fstat64                                      .text       000000000059E310 00000020                   R . . . . . .
lstat64                                      .text       000000000059E330 00000020                   R . . . . . .
__do_global_ctors_aux                        .text       000000000059E350 00000054 0000000C 00000000 R . . . . . .
_pthread_mutex_unlock                        .MIPS.stubs 000000000059E3B0 00000010                   R . . . . T .
_raise                                       .MIPS.stubs 000000000059E3C0 00000010                   R . . . . T .
_strstr                                      .MIPS.stubs 000000000059E3D0 00000010                   R . . . . T .
_log                                         .MIPS.stubs 000000000059E3E0 00000010                   R . . . . T .
_pthread_mutexattr_init                      .MIPS.stubs 000000000059E3F0 00000010                   R . . . . T .
_strcmp                                      .MIPS.stubs 000000000059E400 00000010                   R . . . . T .
_pthread_mutex_destroy                       .MIPS.stubs 000000000059E410 00000010                   R . . . . T .
_getpwuid                                    .MIPS.stubs 000000000059E420 00000010                   R . . . . T .
_printf                                      .MIPS.stubs 000000000059E430 00000010                   R . . . . T .
_strcspn                                     .MIPS.stubs 000000000059E440 00000010                   R . . . . T .
_fflush                                      .MIPS.stubs 000000000059E450 00000010                   R . . . . T .
_memmove                                     .MIPS.stubs 000000000059E460 00000010                   R . . . . T .
_free                                        .MIPS.stubs 000000000059E470 00000010                   R . . . . T .
_strdup                                      .MIPS.stubs 000000000059E480 00000010                   R . . . . T .
_memcpy                                      .MIPS.stubs 000000000059E490 00000010                   R . . . . T .
_fgets                                       .MIPS.stubs 000000000059E4A0 00000010                   R . . . . T .
_tolower                                     .MIPS.stubs 000000000059E4B0 00000010                   R . . . . T .
_pthread_mutex_init                          .MIPS.stubs 000000000059E4C0 00000010                   R . . . . T .
_time                                        .MIPS.stubs 000000000059E4D0 00000010                   R . . . . T .
_pthread_mutex_trylock                       .MIPS.stubs 000000000059E4E0 00000010                   R . . . . T .
_signal                                      .MIPS.stubs 000000000059E4F0 00000010                   R . . . . T .
_memcmp                                      .MIPS.stubs 000000000059E500 00000010                   R . . . . T .
_gettimeofday                                .MIPS.stubs 000000000059E510 00000010                   R . . . . T .
_chdir                                       .MIPS.stubs 000000000059E520 00000010                   R . . . . T .
_dlopen                                      .MIPS.stubs 000000000059E530 00000010                   R . . . . T .
___stack_chk_fail                            .MIPS.stubs 000000000059E540 00000010                   R . . . . . .
_dlclose                                     .MIPS.stubs 000000000059E550 00000010                   R . . . . T .
_rewind                                      .MIPS.stubs 000000000059E560 00000010                   R . . . . T .
_sysconf                                     .MIPS.stubs 000000000059E570 00000010                   R . . . . T .
_getuid                                      .MIPS.stubs 000000000059E580 00000010                   R . . . . T .
_dlerror                                     .MIPS.stubs 000000000059E590 00000010                   R . . . . T .
_pthread_mutex_lock                          .MIPS.stubs 000000000059E5A0 00000010                   R . . . . T .
_localtime_r                                 .MIPS.stubs 000000000059E5B0 00000010                   R . . . . T .
_fseek                                       .MIPS.stubs 000000000059E5C0 00000010                   R . . . . T .
_fwrite                                      .MIPS.stubs 000000000059E5D0 00000010                   R . . . . T .
___fxstat64                                  .MIPS.stubs 000000000059E5E0 00000010                   R . . . . . .
_usleep                                      .MIPS.stubs 000000000059E5F0 00000010                   R . . . . T .
_fread                                       .MIPS.stubs 000000000059E600 00000010                   R . . . . T .
_lseek64                                     .MIPS.stubs 000000000059E610 00000010                   R . . . . . .
_getpid                                      .MIPS.stubs 000000000059E620 00000010                   R . . . . T .
_pthread_create                              .MIPS.stubs 000000000059E630 00000010                   R . . . . T .
_getenv                                      .MIPS.stubs 000000000059E640 00000010                   R . . . . T .
_realloc                                     .MIPS.stubs 000000000059E650 00000010                   R . . . . T .
_malloc                                      .MIPS.stubs 000000000059E660 00000010                   R . . . . T .
_puts                                        .MIPS.stubs 000000000059E670 00000010                   R . . . . T .
_system                                      .MIPS.stubs 000000000059E680 00000010                   R . . . . T .
_exit                                        .MIPS.stubs 000000000059E690 00000010                   R . . . . T .
_pthread_mutexattr_settype                   .MIPS.stubs 000000000059E6A0 00000010                   R . . . . . .
_strchr                                      .MIPS.stubs 000000000059E6B0 00000010                   R . . . . T .
_strlen                                      .MIPS.stubs 000000000059E6C0 00000010                   R . . . . T .
___libc_start_main                           .MIPS.stubs 000000000059E6D0 00000010                   R . . . . . .
_fprintf                                     .MIPS.stubs 000000000059E6E0 00000010                   R . . . . T .
_open64                                      .MIPS.stubs 000000000059E6F0 00000010                   R . . . . . .
_utimes                                      .MIPS.stubs 000000000059E700 00000010                   R . . . . T .
_ftell                                       .MIPS.stubs 000000000059E710 00000010                   R . . . . T .
_setvbuf                                     .MIPS.stubs 000000000059E720 00000010                   R . . . . T .
_memset                                      .MIPS.stubs 000000000059E730 00000010                   R . . . . T .
_putchar                                     .MIPS.stubs 000000000059E740 00000010                   R . . . . T .
___errno_location                            .MIPS.stubs 000000000059E750 00000010                   R . . . . T .
_strncpy                                     .MIPS.stubs 000000000059E760 00000010                   R . . . . T .
_strerror_r                                  .MIPS.stubs 000000000059E770 00000010                   R . . . . . .
_fgetc                                       .MIPS.stubs 000000000059E780 00000010                   R . . . . T .
_popen                                       .MIPS.stubs 000000000059E790 00000010                   R . . . . T .
_strrchr                                     .MIPS.stubs 000000000059E7A0 00000010                   R . . . . T .
_fputc                                       .MIPS.stubs 000000000059E7B0 00000010                   R . . . . T .
_symlink                                     .MIPS.stubs 000000000059E7C0 00000010                   R . . . . T .
_pthread_join                                .MIPS.stubs 000000000059E7D0 00000010                   R . . . . T .
_fopen64                                     .MIPS.stubs 000000000059E7E0 00000010                   R . . . . . .
_atoi                                        .MIPS.stubs 000000000059E7F0 00000010                   R . . . . T .
_readdir64                                   .MIPS.stubs 000000000059E800 00000010                   R . . . . . .
_qsort                                       .MIPS.stubs 000000000059E810 00000010                   R . . . . T .
_strncmp                                     .MIPS.stubs 000000000059E820 00000010                   R . . . . T .
_getrusage                                   .MIPS.stubs 000000000059E830 00000010                   R . . . . T .
_isatty                                      .MIPS.stubs 000000000059E840 00000010                   R . . . . T .
_chmod                                       .MIPS.stubs 000000000059E850 00000010                   R . . . . T .
_fdatasync                                   .MIPS.stubs 000000000059E860 00000010                   R . . . . T .
___xstat64                                   .MIPS.stubs 000000000059E870 00000010                   R . . . . . .
_strtol                                      .MIPS.stubs 000000000059E880 00000010                   R . . . . T .
_fputs                                       .MIPS.stubs 000000000059E890 00000010                   R . . . . T .
___lxstat64                                  .MIPS.stubs 000000000059E8A0 00000010                   R . . . . . .
_pthread_mutexattr_destroy                   .MIPS.stubs 000000000059E8B0 00000010                   R . . . . T .
_closedir                                    .MIPS.stubs 000000000059E8C0 00000010                   R . . . . T .
_opendir                                     .MIPS.stubs 000000000059E8D0 00000010                   R . . . . T .
___assert_fail                               .MIPS.stubs 000000000059E8E0 00000010                   R . . . . T .
___ctype_b_loc                               .MIPS.stubs 000000000059E8F0 00000020                   R . . . . T .
_term_proc                                   .fini       000000000059E910 00000044 00000010 00000000 R . . . . . .
pthread_mutex_unlock@@GLIBC_2_0              extern      00000000005CBF90 00000004                   R . . . . . .
raise@@GLIBC_2_0                             extern      00000000005CBF94 00000004                   R . . . . . .
strstr@@GLIBC_2_0                            extern      00000000005CBF98 00000004                   R . . . . . .
log@@GLIBC_2_0                               extern      00000000005CBF9C 00000004                   R . . . . . .
pthread_mutexattr_init@@GLIBC_2_0            extern      00000000005CBFA0 00000004                   R . . . . . .
strcmp@@GLIBC_2_0                            extern      00000000005CBFA4 00000004                   R . . . . . .
read@@GLIBC_2_0                              extern      00000000005CBFA8 00000004                   R . . . . . .
pthread_mutex_destroy@@GLIBC_2_0             extern      00000000005CBFAC 00000004                   R . . . . . .
getpwuid@@GLIBC_2_0                          extern      00000000005CBFB0 00000004                   R . . . . . .
printf@@GLIBC_2_0                            extern      00000000005CBFB4 00000004                   R . . . . . .
strcspn@@GLIBC_2_0                           extern      00000000005CBFB8 00000004                   R . . . . . .
fflush@@GLIBC_2_0                            extern      00000000005CBFBC 00000004                   R . . . . . .
memmove@@GLIBC_2_0                           extern      00000000005CBFC4 00000004                   R . . . . . .
free@@GLIBC_2_0                              extern      00000000005CBFC8 00000004                   R . . . . . .
strdup@@GLIBC_2_0                            extern      00000000005CBFCC 00000004                   R . . . . . .
memcpy@@GLIBC_2_0                            extern      00000000005CBFD0 00000004                   R . . . . . .
fgets@@GLIBC_2_0                             extern      00000000005CBFD8 00000004                   R . . . . . .
tolower@@GLIBC_2_0                           extern      00000000005CBFDC 00000004                   R . . . . . .
pthread_mutex_init@@GLIBC_2_0                extern      00000000005CBFE0 00000004                   R . . . . . .
mmap64@@GLIBC_2_2                            extern      00000000005CBFE4 00000004                   R . . . . . .
rmdir@@GLIBC_2_0                             extern      00000000005CBFE8 00000004                   R . . . . . .
time@@GLIBC_2_0                              extern      00000000005CBFEC 00000004                   R . . . . . .
pthread_mutex_trylock@@GLIBC_2_0             extern      00000000005CBFF0 00000004                   R . . . . . .
signal@@GLIBC_2_0                            extern      00000000005CBFF4 00000004                   R . . . . . .
memcmp@@GLIBC_2_0                            extern      00000000005CBFF8 00000004                   R . . . . . .
ftruncate64@@GLIBC_2_2                       extern      00000000005CBFFC 00000004                   R . . . . . .
gettimeofday@@GLIBC_2_0                      extern      00000000005CC000 00000004                   R . . . . . .
chdir@@GLIBC_2_0                             extern      00000000005CC004 00000004                   R . . . . . .
dlopen@@GLIBC_2_2                            extern      00000000005CC008 00000004                   R . . . . . .
__stack_chk_fail@@GLIBC_2_4                  extern      00000000005CC00C 00000004                   R . . . . . .
dlclose@@GLIBC_2_0                           extern      00000000005CC010 00000004                   R . . . . . .
rewind@@GLIBC_2_0                            extern      00000000005CC014 00000004                   R . . . . . .
sysconf@@GLIBC_2_0                           extern      00000000005CC018 00000004                   R . . . . . .
getuid@@GLIBC_2_0                            extern      00000000005CC01C 00000004                   R . . . . . .
dlerror@@GLIBC_2_0                           extern      00000000005CC020 00000004                   R . . . . . .
geteuid@@GLIBC_2_0                           extern      00000000005CC024 00000004                   R . . . . . .
pthread_mutex_lock@@GLIBC_2_0                extern      00000000005CC028 00000004                   R . . . . . .
unlink@@GLIBC_2_0                            extern      00000000005CC02C 00000004                   R . . . . . .
localtime_r@@GLIBC_2_0                       extern      00000000005CC030 00000004                   R . . . . . .
readlink@@GLIBC_2_0                          extern      00000000005CC034 00000004                   R . . . . . .
fseek@@GLIBC_2_0                             extern      00000000005CC038 00000004                   R . . . . . .
fwrite@@GLIBC_2_0                            extern      00000000005CC03C 00000004                   R . . . . . .
__fxstat64@@GLIBC_2_2                        extern      00000000005CC040 00000004                   R . . . . . .
usleep@@GLIBC_2_0                            extern      00000000005CC044 00000004                   R . . . . . .
posix_fallocate64@@GLIBC_2_3_3               extern      00000000005CC048 00000004                   R . . . . . .
fread@@GLIBC_2_0                             extern      00000000005CC04C 00000004                   R . . . . . .
lseek64@@GLIBC_2_2                           extern      00000000005CC050 00000004                   R . . . . . .
getpid@@GLIBC_2_0                            extern      00000000005CC054 00000004                   R . . . . . .
pthread_create@@GLIBC_2_2                    extern      00000000005CC058 00000004                   R . . . . . .
getenv@@GLIBC_2_0                            extern      00000000005CC05C 00000004                   R . . . . . .
realloc@@GLIBC_2_0                           extern      00000000005CC060 00000004                   R . . . . . .
malloc@@GLIBC_2_0                            extern      00000000005CC064 00000004                   R . . . . . .
puts@@GLIBC_2_0                              extern      00000000005CC068 00000004                   R . . . . . .
system@@GLIBC_2_0                            extern      00000000005CC06C 00000004                   R . . . . . .
__gmon_start__                               extern      00000000005CC070 00000004                   R . . . . . .
