_init_proc                                   .init       0000000000402848 00000080 00000010 00000000 R . . . . . .
sqlite3GetVarint                             .text       0000000000443040 00000718 000000A8 00000008 R . . . . . .
sqlite3GetVarint32                           .text       0000000000443758 000001F8 00000040 00000000 R . . . . . .
sqlite3VarintLen                             .text       0000000000443950 00000080 0000000C 00000008 R . . . . . .
sqlite3Get4byte                              .text       00000000004439D0 00000068 00000004 00000004 R . . . . . .
sqlite3Put4byte                              .text       0000000000443A38 00000084 00000004 00000008 R . . . . . .
sqlite3HexToInt                              .text       0000000000443ABC 00000058 00000004 00000004 R . . . . . .
sqlite3HexToBlob                             .text       0000000000443B14 00000154 00000018 0000000C R . . . . . .
logBadConnection                             .text       0000000000443C68 00000048 00000008 00000004 R . . . . . .
sqlite3SafetyCheckOk                         .text       0000000000443CB0 000000A8 0000000C 00000004 R . . . . . .
sqlite3SafetyCheckSickOrOk                   .text       0000000000443D58 00000094 0000000C 00000004 R . . . . . .
sqlite3AddInt64                              .text       0000000000443DEC 000000E0 00000004 00000010 R . . . . . .
sqlite3SubInt64                              .text       0000000000443ECC 000000E0 00000004 00000010 R . . . . . .
sqlite3MulInt64                              .text       0000000000443FAC 000002C8 00000038 00000010 R . . . . . .
sqlite3AbsInt32                              .text       0000000000444274 00000064 00000004 00000004 R . . . . . .
sqlite3LogEstAdd                             .text       00000000004442D8 00000154 00000004 00000006 R . . . . . .
sqlite3LogEst                                .text       000000000044442C 000001F8 0000000E 00000008 R . . . . . .
sqlite3LogEstFromDouble                      .text       0000000000444624 00000124 00000028 00000008 R . . . . . .
sqlite3VListAdd                              .text       0000000000444748 000001E4 00000028 00000014 R . . . . . .
sqlite3VListNumToName                        .text       000000000044492C 000000CC 00000010 00000008 R . . . . . .
sqlite3VListNameToNum                        .text       00000000004449F8 00000120 00000020 0000000C R . . . . . .
sqlite3HashInit                              .text       0000000000444B18 00000048 00000004 00000004 R . . . . . .
sqlite3HashClear                             .text       0000000000444B60 000000A4 00000010 00000004 R . . . . . .
strHash                                      .text       0000000000444C04 0000008C 0000000E 00000004 R . . . . . .
insertElement                                .text       0000000000444C90 00000144 0000000C 0000000C R . . . . . .
rehash                                       .text       0000000000444DD4 000001E8 00000028 00000008 R . . . . . .
findElementWithHash                          .text       0000000000444FBC 00000134 00000018 0000000C R . . . . . .
removeElementGivenHash                       .text       00000000004450F0 00000134 0000000C 0000000C R . . . . . .
sqlite3HashFind                              .text       0000000000445224 00000048 00000008 00000008 R . . . . . .
sqlite3HashInsert                            .text       000000000044526C 00000248 00000038 00000000 R . . . . . .
sqlite3OpcodeName                            .text       00000000004454B4 0000003C 00000004 00000004 R . . . . . .
posixOpen                                    .text       00000000004454F0 00000060 00000010 0000000C R . . . . . .
robustFchown                                 .text       0000000000445550 00000084 00000008 0000000C R . . . . . .
unixSetSystemCall                            .text       00000000004455D4 00000264 00000018 0000000C R . . . . . .
unixGetSystemCall                            .text       0000000000445838 000000E0 00000018 00000008 R . . . . . .
unixNextSystemCall                           .text       0000000000445918 00000160 00000018 00000008 R . . . . . .
robust_open                                  .text       0000000000445A78 00000254 000000C8 0000000C R . . . . . .
unixEnterMutex                               .text       0000000000445CCC 00000040 00000008 00000000 R . . . . . .
unixLeaveMutex                               .text       0000000000445D0C 00000040 00000008 00000000 R . . . . . .
robust_ftruncate                             .text       0000000000445D4C 000000A0 00000018 00000010 R . . . . . .
sqliteErrorFromPosixError                    .text       0000000000445DEC 000000B0 00000004 00000008 R . . . . . .
unixLogErrorAtLine                           .text       0000000000445E9C 00000138 00000088 00000010 R . . . . . .
robust_close                                 .text       0000000000445FD4 00000098 00000008 0000000C R . . . . . .
storeLastErrno                               .text       000000000044606C 00000038 00000004 00000008 R . . . . . .
closePendingFds                              .text       00000000004460A4 000000A0 00000014 00000004 R . . . . . .
releaseInodeInfo                             .text       0000000000446144 00000120 0000000C 00000004 R . . . . . .
findInodeInfo                                .text       0000000000446264 000002FC 000000E8 00000000 R . . . . . .
fileHasMoved                                 .text       0000000000446560 000000F0 000000C0 00000000 R . . . . . .
verifyDbFile                                 .text       0000000000446650 000001A4 000000C8 00000000 R . . . . . .
unixCheckReservedLock                        .text       00000000004467F4 000001E0 00000058 00000000 R . . . . . .
unixFileLock                                 .text       00000000004469D4 00000198 00000048 00000000 R . . . . . .
unixLock                                     .text       0000000000446B6C 0000060C 00000078 00000008 R . . . . . .
setPendingFd                                 .text       0000000000447178 00000070 00000010 00000004 R . . . . . .
posixUnlock                                  .text       00000000004471E8 00000384 00000060 0000000C R . . . . . .
unixUnlock                                   .text       000000000044756C 00000044 00000008 00000008 R . . . . . .
closeUnixFile                                .text       00000000004475B0 000000C8 00000018 00000004 R . . . . . .
unixClose                                    .text       0000000000447678 000000D4 00000014 00000004 R . . . . . .
nolockCheckReservedLock                      .text       000000000044774C 00000034 00000004 00000008 R . . . . . .
nolockLock                                   .text       0000000000447780 0000002C 00000004 00000008 R . . . . . .
nolockUnlock                                 .text       00000000004477AC 0000002C 00000004 00000008 R . . . . . .
nolockClose                                  .text       00000000004477D8 00000038 00000008 00000004 R . . . . . .
dotlockCheckReservedLock                     .text       0000000000447810 00000084 00000014 00000008 R . . . . . .
dotlockLock                                  .text       0000000000447894 00000168 00000020 00000008 R . . . . . .
dotlockUnlock                                .text       00000000004479FC 00000138 00000020 00000008 R . . . . . .
dotlockClose                                 .text       0000000000447B34 00000064 0000000C 00000004 R . . . . . .
seekAndRead                                  .text       0000000000447B98 00000220 00000030 00000018 R . . . . . .
unixRead                                     .text       0000000000447DB8 00000284 00000030 00000018 R . . . . . .
seekAndWriteFd                               .text       000000000044803C 00000128 00000028 0000001C R . . . . . .
seekAndWrite                                 .text       0000000000448164 0000006C 00000020 00000018 R . . . . . .
unixWrite                                    .text       00000000004481D0 00000154 00000028 00000018 R . . . . . .
full_fsync                                   .text       0000000000448324 00000060 00000018 0000000C R . . . . . .
openDirectory                                .text       0000000000448384 000001B0 00000228 00000000 R . . . . . .
unixSync                                     .text       0000000000448534 000001DC 00000030 00000008 R . . . . . .
unixTruncate                                 .text       0000000000448710 00000218 00000020 00000010 R . . . . . .
unixFileSize                                 .text       0000000000448928 00000130 000000C8 00000000 R . . . . . .
fcntlSizeHint                                .text       0000000000448A58 000003BC 000000F0 00000010 R . . . . . .
unixModeBit                                  .text       0000000000448E14 000000E0 00000004 0000000C R . . . . . .
unixFileControl                              .text       0000000000448EF4 00000374 00000020 0000000C R . . . . . .
setDeviceCharacteristics                     .text       0000000000449268 0000006C 00000004 00000004 R . . . . . .
unixSectorSize                               .text       00000000004492D4 00000048 0000000C 00000004 R . . . . . .
unixDeviceCharacteristics                    .text       000000000044931C 00000048 0000000C 00000004 R . . . . . .
unixGetpagesize                              .text       0000000000449364 0000004C 00000010 00000000 R . . . . . .
unixShmSystemLock                            .text       00000000004493B0 00000138 00000048 00000010 R . . . . . .
unixShmRegionPerMap                          .text       00000000004494E8 00000084 00000010 00000000 R . . . . . .
unixShmPurge                                 .text       000000000044956C 00000190 00000014 00000004 R . . . . . .
unixLockSharedMemory                         .text       00000000004496FC 000001F4 00000048 00000000 R . . . . . .
unixOpenSharedMemory                         .text       00000000004498F0 000004B8 000000E8 00000000 R . . . . . .
unixShmMap                                   .text       0000000000449DA8 000006CC 00000138 00000014 R . . . . . .
unixShmLock                                  .text       000000000044A474 000003AC 00000022 00000010 R . . . . . .
unixShmBarrier                               .text       000000000044A820 00000048 00000008 00000004 R . . . . . .
unixShmUnmap                                 .text       000000000044A868 00000170 00000018 00000008 R . . . . . .
unixUnmapfile                                .text       000000000044A9D8 000000A4 00000008 00000004 R . . . . . .
unixRemapfile                                .text       000000000044AA7C 0000025C 00000048 00000010 R . . . . . .
unixMapfile                                  .text       000000000044ACD8 00000184 000000C0 00000010 R . . . . . .
unixFetch                                    .text       000000000044AE5C 00000144 00000018 00000018 R . . . . . .
unixUnfetch                                  .text       000000000044AFA0 00000074 0000000C 00000014 R . . . . . .
posixIoFinderImpl                            .text       000000000044B014 00000030 00000004 00000008 R . . . . . .
nolockIoFinderImpl                           .text       000000000044B044 00000030 00000004 00000008 R . . . . . .
dotlockIoFinderImpl                          .text       000000000044B074 00000030 00000004 00000008 R . . . . . .
fillInUnixFile                               .text       000000000044B0A4 00000334 00000030 00000014 R . . . . . .
unixTempFileDir                              .text       000000000044B3D8 000001B8 000000C0 00000000 R . . . . . .
unixGetTempname                              .text       000000000044B590 00000170 00000040 00000004 R . . . . . .
findReusableFd                               .text       000000000044B700 00000214 000000D8 00000008 R . . . . . .
getFileMode                                  .text       000000000044B914 000000E4 000000D0 00000000 R . . . . . .
findCreateFileMode                           .text       000000000044B9F8 00000210 00000238 00000014 R . . . . . .
unixOpen                                     .text       000000000044BC08 0000065C 00000280 00000014 R . . . . . .
unixDelete                                   .text       000000000044C264 000001C4 00000028 0000000C R . . . . . .
unixAccess                                   .text       000000000044C428 0000012C 000000C8 0000000C R . . . . . .
mkFullPathname                               .text       000000000044C554 00000168 00000010 0000000C R . . . . . .
unixFullPathname                             .text       000000000044C6BC 000003DC 000000E8 0000000C R . . . . . .
unixDlOpen                                   .text       000000000044CA98 00000058 00000010 00000008 R . . . . . .
unixDlError                                  .text       000000000044CAF0 000000A0 00000018 0000000C R . . . . . .
unixDlSym                                    .text       000000000044CB90 00000064 00000018 0000000C R . . . . . .
unixDlClose                                  .text       000000000044CBF4 00000058 00000010 00000008 R . . . . . .
unixRandomness                               .text       000000000044CC4C 000001D8 00000028 00000008 R . . . . . .
unixSleep                                    .text       000000000044CE24 0000005C 00000010 00000008 R . . . . . .
unixCurrentTimeInt64                         .text       000000000044CE80 0000015C 00000038 00000000 R . . . . . .
unixCurrentTime                              .text       000000000044CFDC 000000D8 00000030 00000000 R . . . . . .
unixGetLastError                             .text       000000000044D0B4 00000058 00000010 0000000C R . . . . . .
sqlite3_os_init                              .text       000000000044D10C 000000B4 0000000C 00000000 R . . . . . .
sqlite3_os_end                               .text       000000000044D1C0 0000002C 00000004 00000000 R . . . . . .
sqlite3BitvecCreate                          .text       000000000044D1EC 0000005C 0000000C 00000004 R . . . . . .
sqlite3BitvecTestNotNull                     .text       000000000044D248 000001FC 00000010 00000008 R . . . . . .
sqlite3BitvecTest                            .text       000000000044D444 00000064 00000008 00000008 R . . . . . .
sqlite3BitvecSet                             .text       000000000044D4A8 00000468 00000028 00000008 R . . . . . .
sqlite3BitvecClear                           .text       000000000044D910 000002F0 00000020 0000000C R . . . . . .
sqlite3BitvecDestroy                         .text       000000000044DC00 000000AC 0000000C 00000004 R . . . . . .
sqlite3BitvecSize                            .text       000000000044DCAC 0000002C 00000004 00000004 R . . . . . .
sqlite3BitvecBuiltinTest                     .text       000000000044DCD8 00000518 00000048 00000004 R . . . . . .
pcacheManageDirtyList                        .text       000000000044E1F0 000001B8 0000000C 00000005 R . . . . . .
pcacheUnpin                                  .text       000000000044E3A8 00000078 00000008 00000004 R . . . . . .
numberOfCachePages                           .text       000000000044E420 000000F0 00000010 00000004 R . . . . . .
sqlite3PcacheInitialize                      .text       000000000044E510 0000006C 00000008 00000000 R . . . . . .
sqlite3PcacheShutdown                        .text       000000000044E57C 00000068 00000008 00000000 R . . . . . .
sqlite3PcacheSize                            .text       000000000044E5E4 00000024 00000004 00000000 R . . . . . .
sqlite3PcacheOpen                            .text       000000000044E608 000000DC 00000010 00000018 R . . . . . .
sqlite3PcacheSetPageSize                     .text       000000000044E6E4 0000011C 00000014 00000008 R . . . . . .
sqlite3PcacheFetch                           .text       000000000044E800 00000080 00000010 0000000C R . . . . . .
sqlite3PcacheFetchStress                     .text       000000000044E880 000001D4 00000010 0000000C R . . . . . .
pcacheFetchFinishWithInit                    .text       000000000044EA54 00000104 00000018 0000000C R . . . . . .
sqlite3PcacheFetchFinish                     .text       000000000044EB58 000000A4 0000000C 0000000C R . . . . . .
sqlite3PcacheRelease                         .text       000000000044EBFC 000000AC 00000008 00000004 R . . . . . .
sqlite3PcacheRef                             .text       000000000044ECA8 0000005C 00000004 00000004 R . . . . . .
sqlite3PcacheDrop                            .text       000000000044ED04 0000009C 00000008 00000004 R . . . . . .
sqlite3PcacheMakeDirty                       .text       000000000044EDA0 0000009C 00000008 00000004 R . . . . . .
sqlite3PcacheMakeClean                       .text       000000000044EE3C 00000090 00000008 00000004 R . . . . . .
sqlite3PcacheCleanAll                        .text       000000000044EECC 0000005C 0000000C 00000004 R . . . . . .
sqlite3PcacheClearWritable                   .text       000000000044EF28 00000080 0000000C 00000004 R . . . . . .
sqlite3PcacheClearSyncFlags                  .text       000000000044EFA8 00000080 0000000C 00000004 R . . . . . .
sqlite3PcacheMove                            .text       000000000044F028 000000BC 0000000C 00000008 R . . . . . .
sqlite3PcacheTruncate                        .text       000000000044F0E4 00000170 00000020 00000008 R . . . . . .
sqlite3PcacheClose                           .text       000000000044F254 00000054 00000008 00000004 R . . . . . .
sqlite3PcacheClear                           .text       000000000044F2A8 00000040 00000008 00000004 R . . . . . .
pcacheMergeDirtyList                         .text       000000000044F2E8 0000010C 00000048 00000000 R . . . . . .
pcacheSortDirtyList                          .text       000000000044F3F4 00000264 000000A8 00000000 R . . . . . .
sqlite3PcacheDirtyList                       .text       000000000044F658 0000007C 0000000C 00000004 R . . . . . .
sqlite3PcacheRefCount                        .text       000000000044F6D4 0000002C 00000004 00000004 R . . . . . .
sqlite3PcachePageRefcount                    .text       000000000044F700 0000002C 00000004 00000004 R . . . . . .
sqlite3PcachePagecount                       .text       000000000044F72C 00000050 00000008 00000004 R . . . . . .
sqlite3PcacheSetCachesize                    .text       000000000044F77C 00000084 00000010 00000008 R . . . . . .
sqlite3PcacheSetSpillsize                    .text       000000000044F800 00000130 00000018 00000008 R . . . . . .
sqlite3PcacheShrink                          .text       000000000044F930 00000054 00000008 00000004 R . . . . . .
sqlite3HeaderSizePcache                      .text       000000000044F984 00000024 00000004 00000000 R . . . . . .
sqlite3PCachePercentDirty                    .text       000000000044F9A8 00000134 00000030 00000004 R . . . . . .
sqlite3PCacheBufferSetup                     .text       000000000044FADC 00000190 0000000C 0000000C R . . . . . .
pcache1InitBulk                              .text       000000000044FC6C 000003B0 00000060 00000004 R . . . . . .
pcache1Alloc                                 .text       000000000045001C 000001D0 00000018 00000004 R . . . . . .
pcache1Free                                  .text       00000000004501EC 000001A4 00000010 00000004 R . . . . . .
pcache1AllocPage                             .text       0000000000450390 00000148 00000010 00000008 R . . . . . .
pcache1FreePage                              .text       00000000004504D8 00000098 0000000C 00000004 R . . . . . .
sqlite3PageMalloc                            .text       0000000000450570 00000038 00000008 00000004 R . . . . . .
sqlite3PageFree                              .text       00000000004505A8 0000003C 00000008 00000004 R . . . . . .
pcache1UnderMemoryPressure                   .text       00000000004505E4 00000088 00000008 00000004 R . . . . . .
pcache1ResizeHash                            .text       000000000045066C 000001B8 00000028 00000004 R . . . . . .
pcache1PinPage                               .text       0000000000450824 00000074 00000004 00000004 R . . . . . .
pcache1RemoveFromHash                        .text       0000000000450898 000000E4 00000014 00000008 R . . . . . .
pcache1EnforceMaxPage                        .text       000000000045097C 000000DC 00000010 00000004 R . . . . . .
pcache1TruncateUnsafe                        .text       0000000000450A58 000001A4 00000018 00000008 R . . . . . .
pcache1Init                                  .text       0000000000450BFC 0000017C 00000010 00000004 R . . . . . .
pcache1Shutdown                              .text       0000000000450D78 00000060 00000010 00000004 R . . . . . .
pcache1Create                                .text       0000000000450DD8 00000218 00000014 0000000C R . . . . . .
pcache1Cachesize                             .text       0000000000450FF0 000000E4 00000010 00000008 R . . . . . .
pcache1Shrink                                .text       00000000004510D4 00000080 00000014 00000004 R . . . . . .
pcache1Pagecount                             .text       0000000000451154 0000003C 00000010 00000004 R . . . . . .
pcache1FetchStage2                           .text       0000000000451190 000002E4 0000001C 0000000C R . . . . . .
pcache1FetchNoMutex                          .text       0000000000451474 0000010C 00000010 0000000C R . . . . . .
pcache1Fetch                                 .text       0000000000451580 00000048 00000008 0000000C R . . . . . .
pcache1Unpin                                 .text       00000000004515C8 000000F0 00000018 0000000C R . . . . . .
pcache1Rekey                                 .text       00000000004516B8 0000013C 00000018 00000010 R . . . . . .
pcache1Truncate                              .text       00000000004517F4 00000074 0000000C 00000008 R . . . . . .
pcache1Destroy                               .text       0000000000451868 000000FC 00000010 00000004 R . . . . . .
sqlite3PCacheSetDefault                      .text       0000000000451964 00000040 00000008 00000000 R . . . . . .
sqlite3HeaderSizePcache1                     .text       00000000004519A4 00000024 00000004 00000000 R . . . . . .
sqlite3Pcache1Mutex                          .text       00000000004519C8 0000002C 00000004 00000000 R . . . . . .
sqlite3RowSetInit                            .text       00000000004519F4 000000D0 00000010 00000004 R . . . . . .
sqlite3RowSetClear                           .text       0000000000451AC4 000000B8 00000014 00000004 R . . . . . .
sqlite3RowSetDelete                          .text       0000000000451B7C 00000054 00000008 00000004 R . . . . . .
rowSetEntryAlloc                             .text       0000000000451BD0 000000DC 0000000C 00000004 R . . . . . .
sqlite3RowSetInsert                          .text       0000000000451CAC 00000114 00000010 00000010 R . . . . . .
rowSetEntryMerge                             .text       0000000000451DC0 00000170 00000038 00000000 R . . . . . .
rowSetEntrySort                              .text       0000000000451F30 000001FC 000000C8 00000000 R . . . . . .
rowSetTreeToList                             .text       000000000045212C 00000114 00000028 00000000 R . . . . . .
rowSetNDeepTree                              .text       0000000000452240 0000011C 00000010 00000008 R . . . . . .
rowSetListToTree                             .text       000000000045235C 000000C8 00000014 00000004 R . . . . . .
sqlite3RowSetNext                            .text       0000000000452424 000000FC 00000008 00000008 R . . . . . .
sqlite3RowSetTest                            .text       0000000000452520 0000032C 00000030 00000010 R . . . . . .
setGetterMethod                              .text       000000000045284C 00000088 00000004 00000004 R . . . . . .
subjRequiresPage                             .text       00000000004528D4 000000DC 00000018 00000004 R . . . . . .
read32bits                                   .text       00000000004529B0 000000D8 00000030 00000014 R . . . . . .
write32bits                                  .text       0000000000452A88 000000B4 00000028 00000014 R . . . . . .
pagerUnlockDb                                .text       0000000000452B3C 000000A8 0000000C 00000008 R . . . . . .
pagerLockDb                                  .text       0000000000452BE4 000000E0 0000000C 00000008 R . . . . . .
jrnlBufferSize                               .text       0000000000452CC4 00000028 00000004 00000004 R . . . . . .
readMasterJournal                            .text       0000000000452CEC 00000394 00000058 0000000C R . . . . . .
journalHdrOffset                             .text       0000000000453080 00000144 00000028 00000004 R . . . . . .
zeroJournalHdr                               .text       00000000004531C4 00000230 00000040 00000008 R . . . . . .
writeJournalHdr                              .text       00000000004533F4 00000390 00000038 00000004 R . . . . . .
readJournalHdr                               .text       0000000000453784 00000538 00000060 00000018 R . . . . . .
writeMasterJournal                           .text       0000000000453CBC 00000514 00000068 00000000 R . . . . . .
pager_reset                                  .text       00000000004541D0 0000006C 00000008 00000004 R . . . . . .
sqlite3PagerDataVersion                      .text       000000000045423C 0000002C 00000004 00000004 R . . . . . .
releaseAllSavepoints                         .text       0000000000454268 000000F8 0000000C 00000004 R . . . . . .
addToSavepointBitvecs                        .text       0000000000454360 000000C8 00000014 00000008 R . . . . . .
pager_unlock                                 .text       0000000000454428 00000238 00000020 00000004 R . . . . . .
pager_error                                  .text       0000000000454660 00000084 0000000C 00000008 R . . . . . .
pagerFlushOnCommit                           .text       00000000004546E4 000000A4 00000008 00000008 R . . . . . .
pager_end_transaction                        .text       0000000000454788 0000047C 00000014 0000000C R . . . . . .
pagerUnlockAndRollback                       .text       0000000000454C04 000000BC 00000008 00000004 R . . . . . .
pager_cksum                                  .text       0000000000454CC0 00000088 00000010 00000008 R . . . . . .
pager_playback_one_page                      .text       0000000000454D48 0000071C 00000070 00000014 R . . . . . .
pager_delmaster                              .text       0000000000455464 000004A4 00000070 00000000 R . . . . . .
pager_truncate                               .text       0000000000455908 000002FC 00000068 00000008 R . . . . . .
sqlite3SectorSize                            .text       0000000000455C04 00000080 0000000C 00000004 R . . . . . .
setSectorSize                                .text       0000000000455C84 00000094 00000008 00000004 R . . . . . .
pager_playback                               .text       0000000000455D18 0000068C 00000080 00000008 R . . . . . .
readDbPage                                   .text       00000000004563A4 00000274 00000050 00000000 R . . . . . .
pager_write_changecounter                    .text       0000000000456618 000000A8 0000000C 00000004 R . . . . . .
pagerUndoCallback                            .text       00000000004566C0 000000E4 00000014 00000008 R . . . . . .
pagerRollbackWal                             .text       00000000004567A4 000000CC 00000014 00000004 R . . . . . .
pagerWalFrames                               .text       0000000000456870 000001BC 00000028 00000010 R . . . . . .
pagerBeginReadTransaction                    .text       0000000000456A2C 00000108 00000030 00000000 R . . . . . .
pagerPagecount                               .text       0000000000456B34 000001D8 00000040 00000000 R . . . . . .
pagerOpenWalIfPresent                        .text       0000000000456D0C 0000017C 00000028 00000000 R . . . . . .
pagerPlaybackSavepoint                       .text       0000000000456E88 000005C0 00000078 00000000 R . . . . . .
sqlite3PagerSetCachesize                     .text       0000000000457448 0000004C 00000008 00000008 R . . . . . .
sqlite3PagerSetSpillsize                     .text       0000000000457494 00000048 00000008 00000008 R . . . . . .
pagerFixMaplimit                             .text       00000000004574DC 00000120 00000030 00000000 R . . . . . .
sqlite3PagerSetMmapLimit                     .text       00000000004575FC 00000058 00000008 00000010 R . . . . . .
sqlite3PagerShrink                           .text       0000000000457654 00000044 00000008 00000004 R . . . . . .
sqlite3PagerSetFlags                         .text       0000000000457698 000001DC 0000000C 00000008 R . . . . . .
pagerOpentemp                                .text       0000000000457874 0000006C 00000020 0000000C R . . . . . .
sqlite3PagerSetBusyHandler                   .text       00000000004578E0 00000078 0000000C 0000000C R . . . . . .
sqlite3PagerSetPagesize                      .text       0000000000457958 0000030C 00000048 0000000C R . . . . . .
sqlite3PagerTempSpace                        .text       0000000000457C64 0000002C 00000004 00000004 R . . . . . .
sqlite3PagerMaxPageCount                     .text       0000000000457C90 00000048 00000004 00000008 R . . . . . .
sqlite3PagerReadFileheader                   .text       0000000000457CD8 000000C8 00000020 0000000C R . . . . . .
sqlite3PagerPagecount                        .text       0000000000457DA0 00000040 00000004 00000008 R . . . . . .
pager_wait_on_lock                           .text       0000000000457DE0 00000080 0000000C 00000008 R . . . . . .
sqlite3PagerTruncateImage                    .text       0000000000457E60 00000038 00000004 00000008 R . . . . . .
pagerSyncHotJournal                          .text       0000000000457E98 00000090 0000000C 00000004 R . . . . . .
pagerAcquireMapPage                          .text       0000000000457F28 000001F4 00000030 00000010 R . . . . . .
pagerReleaseMapPage                          .text       000000000045811C 000000DC 00000020 00000004 R . . . . . .
pagerFreeMapHdrs                             .text       00000000004581F8 00000070 00000010 00000004 R . . . . . .
databaseIsUnmoved                            .text       0000000000458268 0000010C 00000028 00000000 R . . . . . .
sqlite3PagerClose                            .text       0000000000458374 000001C8 00000028 00000008 R . . . . . .
sqlite3PagerRef                              .text       000000000045853C 0000003C 00000008 00000004 R . . . . . .
syncJournal                                  .text       0000000000458578 000003F4 00000048 00000008 R . . . . . .
pager_write_pagelist                         .text       000000000045896C 00000388 00000068 00000000 R . . . . . .
openSubJournal                               .text       0000000000458CF4 000000C0 00000028 00000004 R . . . . . .
subjournalPage                               .text       0000000000458DB4 000001C4 00000040 00000004 R . . . . . .
subjournalPageIfRequired                     .text       0000000000458F78 00000058 00000008 00000004 R . . . . . .
pagerStress                                  .text       0000000000458FD0 0000018C 00000010 00000008 R . . . . . .
sqlite3PagerFlush                            .text       000000000045915C 000000BC 00000014 00000004 R . . . . . .
sqlite3PagerOpen                             .text       0000000000459218 00000A60 00000080 0000001C R . . . . . .
hasHotJournal                                .text       0000000000459C78 00000308 00000040 00000000 R . . . . . .
sqlite3PagerSharedLock                       .text       0000000000459F80 000004EC 00000050 00000000 R . . . . . .
pagerUnlockIfUnused                          .text       000000000045A46C 00000058 00000008 00000004 R . . . . . .
getPageNormal                                .text       000000000045A4C4 000003A0 00000030 00000010 R . . . . . .
getPageMMap                                  .text       000000000045A864 00000394 00000058 00000010 R . . . . . .
getPageError                                 .text       000000000045ABF8 00000040 00000004 00000010 R . . . . . .
sqlite3PagerGet                              .text       000000000045AC38 0000005C 00000008 00000010 R . . . . . .
sqlite3PagerLookup                           .text       000000000045AC94 00000084 0000000C 00000008 R . . . . . .
sqlite3PagerUnrefNotNull                     .text       000000000045AD18 00000064 00000008 00000004 R . . . . . .
sqlite3PagerUnref                            .text       000000000045AD7C 00000048 00000008 00000004 R . . . . . .
sqlite3PagerUnrefPageOne                     .text       000000000045ADC4 00000054 0000000C 00000004 R . . . . . .
pager_open_journal                           .text       000000000045AE18 0000023C 00000028 00000004 R . . . . . .
sqlite3PagerBegin                            .text       000000000045B054 000001C0 0000000C 0000000C R . . . . . .
pagerAddPageToRollbackJournal                .text       000000000045B214 00000298 00000040 00000004 R . . . . . .
pager_write                                  .text       000000000045B4AC 00000194 00000010 00000004 R . . . . . .
pagerWriteLargeSector                        .text       000000000045B640 000003B4 00000048 00000000 R . . . . . .
sqlite3PagerWrite                            .text       000000000045B9F4 000000F4 0000000C 00000004 R . . . . . .
sqlite3PagerDontWrite                        .text       000000000045BAE8 0000009C 0000000C 00000004 R . . . . . .
pager_incr_changecounter                     .text       000000000045BB84 0000011C 00000028 00000008 R . . . . . .
sqlite3PagerSync                             .text       000000000045BCA0 000000B4 00000010 00000008 R . . . . . .
sqlite3PagerExclusiveLock                    .text       000000000045BD54 0000006C 0000000C 00000004 R . . . . . .
sqlite3PagerCommitPhaseOne                   .text       000000000045BDC0 000003D0 00000030 0000000C R . . . . . .
sqlite3PagerCommitPhaseTwo                   .text       000000000045C190 000000E4 0000000C 00000004 R . . . . . .
sqlite3PagerRollback                         .text       000000000045C274 000001A4 00000014 00000004 R . . . . . .
sqlite3PagerIsreadonly                       .text       000000000045C418 0000002C 00000004 00000004 R . . . . . .
sqlite3PagerMemUsed                          .text       000000000045C444 0000008C 00000014 00000004 R . . . . . .
sqlite3PagerPageRefcount                     .text       000000000045C4D0 00000038 00000008 00000004 R . . . . . .
sqlite3PagerCacheStat                        .text       000000000045C508 00000090 00000004 00000010 R . . . . . .
sqlite3PagerIsMemdb                          .text       000000000045C598 0000002C 00000004 00000004 R . . . . . .
pagerOpenSavepoint                           .text       000000000045C5C4 000002D4 00000030 00000008 R . . . . . .
sqlite3PagerOpenSavepoint                    .text       000000000045C898 00000074 00000008 00000008 R . . . . . .
sqlite3PagerSavepoint                        .text       000000000045C90C 000001E4 00000018 0000000C R . . . . . .
sqlite3PagerFilename                         .text       000000000045CAF0 0000005C 00000004 00000008 R . . . . . .
sqlite3PagerVfs                              .text       000000000045CB4C 0000002C 00000004 00000004 R . . . . . .
sqlite3PagerFile                             .text       000000000045CB78 0000002C 00000004 00000004 R . . . . . .
sqlite3PagerJrnlFile                         .text       000000000045CBA4 00000060 00000008 00000004 R . . . . . .
sqlite3PagerJournalname                      .text       000000000045CC04 0000002C 00000004 00000004 R . . . . . .
sqlite3PagerMovepage                         .text       000000000045CC30 00000318 00000030 00000010 R . . . . . .
sqlite3PagerRekey                            .text       000000000045CF48 00000058 00000008 0000000A R . . . . . .
sqlite3PagerGetData                          .text       000000000045CFA0 0000002C 00000004 00000004 R . . . . . .
sqlite3PagerGetExtra                         .text       000000000045CFCC 0000002C 00000004 00000004 R . . . . . .
sqlite3PagerLockingMode                      .text       000000000045CFF8 00000080 00000008 00000008 R . . . . . .
sqlite3PagerSetJournalMode                   .text       000000000045D078 0000022C 00000012 00000008 R . . . . . .
sqlite3PagerGetJournalMode                   .text       000000000045D2A4 0000002C 00000004 00000004 R . . . . . .
sqlite3PagerOkToChangeJournalMode            .text       000000000045D2D0 0000008C 00000004 00000004 R . . . . . .
sqlite3PagerJournalSizeLimit                 .text       000000000045D35C 000000A0 00000008 00000010 R . . . . . .
sqlite3PagerBackupPtr                        .text       000000000045D3FC 0000002C 00000004 00000004 R . . . . . .
